class,identity,path,detail
"migration","20260428164000_add_public_funnel_publishing_columns","supabase/migrations/20260428164000_add_public_funnel_publishing_columns.sql","fa3ebdd15b5e61a302cdd3be2a14aa059cc2c19724830747c56d38e374268727"
"migration","20260428170000_harden_rpc_and_tenant_rls","supabase/migrations/20260428170000_harden_rpc_and_tenant_rls.sql","838677fcac060deb37229b5f85a1e028ce456e7d3c46f2aef3a5b0a8cf4de293"
"migration","20260428171000_harden_billing_webhook_same_second_ordering","supabase/migrations/20260428171000_harden_billing_webhook_same_second_ordering.sql","b7c3d3429f3d8f068df2d274dd2fc9e6f79ff6df42ef2f9e040a119df500c076"
"migration","20260429100000_fix_billing_ordering_and_operator_resolution","supabase/migrations/20260429100000_fix_billing_ordering_and_operator_resolution.sql","7f7796464e884198723935d78abf7301dbf324e9acde5c84285f01ad09e360ce"
"migration","20260429101000_reset_tenant_rls_policies","supabase/migrations/20260429101000_reset_tenant_rls_policies.sql","4f91c4f4b2685cdab70167849431db85c3cc8894931e6d23c95132e3e8e40fe5"
"migration","20260429190000_harden_provider_usage_idempotency","supabase/migrations/20260429190000_harden_provider_usage_idempotency.sql","a40273472b489b455450d8192b334f22867509c4b5e45426532fbde0c8da787c"
"migration","20260429230000_internal_sms_lead_notifications","supabase/migrations/20260429230000_internal_sms_lead_notifications.sql","aefcb4d76217f24ab0d2912993501651302739d6f43e951426c3dce7863d27dc"
"migration","20260430010000_public_launch_final_hardening","supabase/migrations/20260430010000_public_launch_final_hardening.sql","310a6572d08468a073d7094b791b63981596c45ba9364ed2d29daaeb22917d85"
"migration","20260430060000_harden_membership_insert_policy","supabase/migrations/20260430060000_harden_membership_insert_policy.sql","9b0ca7e370c77194b8fa1933afa1e85e7fa94991d584cde866be819847e8ab23"
"migration","20260430061000_rate_limit_bucket_cleanup_support","supabase/migrations/20260430061000_rate_limit_bucket_cleanup_support.sql","badf5525b30e0ed22437182a70683c2201d79ebef7b99ce2cc6981bf2f426995"
"migration","20260430190000_create_user_credits","supabase/migrations/20260430190000_create_user_credits.sql","04a66cc75d15d8048915fdfeca07cb3aadfe133fd67bf6fcef8ae89c983f8f47"
"migration","20260502010000_harden_schema_metadata_access","supabase/migrations/20260502010000_harden_schema_metadata_access.sql","b038f6437f52cdfc1352483130c3320705edb7a9a0f881ec07c709e95693070f"
"migration","20260502192332_move_rls_membership_helper_private","supabase/migrations/20260502192332_move_rls_membership_helper_private.sql","6fea626ced0935446aab822c2932bcf5db6706e5158236e9a46889ca2ed9def3"
"migration","20260504183000_create_activation_events","supabase/migrations/20260504183000_create_activation_events.sql","3ed595929f13a8127d9ef0092a7de5a8841ff12c418faba449707ed10e319527"
"migration","20260504190000_create_campaign_value_reports","supabase/migrations/20260504190000_create_campaign_value_reports.sql","f3659a3e09cb7dd16f3fe96fe3d4ce93b1b8ef3c854439742a9a0909672b49ac"
"migration","20260504203000_create_billing_cancellation_intents","supabase/migrations/20260504203000_create_billing_cancellation_intents.sql","eb3e07d9f737e7128a763eef8853c824c0077b1dc751e43ef06d7a3f21f1914f"
"migration","20260504210000_create_customer_success_checklists","supabase/migrations/20260504210000_create_customer_success_checklists.sql","309a088c271f6f4b1763ab15f20043ca46febd133f01dd7b7a0df1b5b86c90e5"
"migration","20260504213000_harden_launch_ops_tables_advisors","supabase/migrations/20260504213000_harden_launch_ops_tables_advisors.sql","dce673105512be10eab8f46a6ad1ff0e1b4e8ea0d53e212d0b85d598f18bbf25"
"migration","20260504220000_harden_rls_and_fk_advisors","supabase/migrations/20260504220000_harden_rls_and_fk_advisors.sql","e30398abb3a7a617defe82ec10ed73437b2d4cca1322f634d89ee82df09c9564"
"migration","20260504223000_create_client_error_events","supabase/migrations/20260504223000_create_client_error_events.sql","d51dbd53e32a7303db486873148c69dc706a5c245e6defa1b456238939a6f504"
"migration","20260509020000_create_meta_sync_and_optimization_tables","supabase/migrations/20260509020000_create_meta_sync_and_optimization_tables.sql","ce6a3f8ff8dcf33c9ee2d13b3ac8d2298c834de87d81b1cc481bb8f83bcaba7d"
"migration","20260510014500_enable_generation_credit_overdrafts","supabase/migrations/20260510014500_enable_generation_credit_overdrafts.sql","f43a65347523d6e16a04241312eb8e02f4d6d7bfbf1d17e8fd0f371fd90d3d2f"
"migration","20260510183000_cap_generation_credit_overdrafts","supabase/migrations/20260510183000_cap_generation_credit_overdrafts.sql","87862d8990109b0dff7db50c0952234af81054ff16c8f7f42ee0b3b2007f19ce"
"migration","20260512010000_scope_provider_usage_idempotency","supabase/migrations/20260512010000_scope_provider_usage_idempotency.sql","37d85803f7aad26c64c22360c8d99379fcc8f18055b4cc9b78c1af5c0912cd3b"
"migration","20260519023000_create_scale_monitor_incidents","supabase/migrations/20260519023000_create_scale_monitor_incidents.sql","0c4f601ffae6072257316719a4f572d9bedb4d2dd07da46961e5054516c94525"
"migration","20260519033000_create_autonomy_execution_tables","supabase/migrations/20260519033000_create_autonomy_execution_tables.sql","a34f65fae232d859464c5560d566893f940a0db52750941f38306643f2f9b27a"
"migration","20260519043000_harden_autonomy_anon_access","supabase/migrations/20260519043000_harden_autonomy_anon_access.sql","dd445f75be7c173414cd16781460b3cca34f86dbddaf1ef1b3568695de62d788"
"migration","20260529230000_remove_legacy_single_campaign_constraint","supabase/migrations/20260529230000_remove_legacy_single_campaign_constraint.sql","0a3aff15dbcff550b6adab0dcf8a22bda47a2dd194a32605a02ff6bb2ed9af66"
"migration","20260530170000_create_lead_billing_events","supabase/migrations/20260530170000_create_lead_billing_events.sql","f5b0dec53d06e8b089121f1f5e4c3050b45d3d0e9a287684d61652a0aaee381d"
"migration","20260531160000_create_white_label_partner_infrastructure","supabase/migrations/20260531160000_create_white_label_partner_infrastructure.sql","c5a1e299f067fe4a2cf0e48a20651dc3d895a78a3c3fe534a32b3d60360949bf"
"migration","20260531193000_add_partner_branded_billing_metadata","supabase/migrations/20260531193000_add_partner_branded_billing_metadata.sql","5057a49bb7824bff2f008d377649e1375934c098f25d94ed8c7d35082181b521"
"migration","20260604120000_add_immediate_lead_charge_fields","supabase/migrations/20260604120000_add_immediate_lead_charge_fields.sql","802b1663d481362b5542b4c0357aac4a13c13edf75c81588b5c846a7ecef048a"
"migration","20260605210000_add_lead_capture_strategy","supabase/migrations/20260605210000_add_lead_capture_strategy.sql","f78e77901986f49bfe7af2aee0d7b23b7cd2f0f4015d82d78ee00dfb2b1d1fc2"
"migration","20260614193000_click_to_scale_partner_ghl_sync","supabase/migrations/20260614193000_click_to_scale_partner_ghl_sync.sql","21804ee6f38ef3f34ea92fb51545cc1252132c1d5c164fa46f652aff217346a9"
"migration","20260614203000_seed_click_to_scale_white_label_partner","supabase/migrations/20260614203000_seed_click_to_scale_white_label_partner.sql","a5899bab3c7ef429cd1e7a3014c4e5ec9ae870baabb2897df6c3304da1079c1b"
"migration","20260615100000_create_ghl_provisioning_pipeline","supabase/migrations/20260615100000_create_ghl_provisioning_pipeline.sql","1bc06767178c3b766c2de21d45270b5433857df6c8b5b52c5589640b5a8501f5"
"migration","20260615103000_seed_click_to_scale_ghl_provisioning_config","supabase/migrations/20260615103000_seed_click_to_scale_ghl_provisioning_config.sql","81cb06b2c5b61bac4f5cca1fa9e422fb27816baa87f032281ac409738912d0a8"
